sâmbătă	0.00100915233633099
februarie	0.000369261326726795
făurar	6.086873477843E-06
soare	0.000186817079113753
început	0.00065203776377284
an	0.0127477755649091
zi	0.00520707057701455
sfârşit	0.000897888068146206
dată	0.00414641600300851
constelaţie	2.05453670509645E-05
peşti	5.59558679839821E-06
oră	0.00782348142494059
minut	0.000270143812710655
perioadă	0.00323540944036017
lună	0.00700819128514117
leu	0.0135455743787057
fază	0.000149890946441074
aspect	0.00101449690816519
disc	3.65559458789684E-05
planetă	0.000383351561562422
venus	0.000136043646688819
est	0.000288606879046995
marte	2.53948140485796E-05
sud-est	0.00010948274424005
jupiter	7.8225096846071E-05
seară	0.000692850857779486
vest	0.000923639186983733
saturn	5.13200363625233E-05
sud	5.78185498427481E-05
dimineaţă	9.98463192662583E-05
luna	9.02330309670739E-05
perigeu	1.43773399341593E-05
vera_tempian	2.69488452950858E-05
agendă	0.000359058053225133
aniversare	9.00479375702184E-05
iosif_sava	1.23204559699562E-06
muzicolog	1.70054558361024E-05
carte	0.000856103233806069
muzică	0.000806058606631253
articol	0.00037897873006171
emisiune	0.000282776437046045
radio	0.000268200332043672
televiziune	0.000319702569718725
cadru	0.00404681261882562
formaţie	0.000215888310757376
cameră	0.000968339242324345
artist	0.000185359468613516
atragere	0.000114422424268632
tânăr	0.000867764117807968
valoare	0.00211645044634463
urmă	0.00157421934025634
dramaturg	3.20674310052216E-05
moliere	2.5602065868385E-07
pseudonim	4.63468214019488E-06
jean_baptiste_poquelin	2.5602065868385E-07
teatru	0.000678274752777112
şcoală	0.00191918715864584
moravuri	1.75205952900015E-05
tribună	2.10728832320028E-05
dezbatere	8.69707598474951E-05
problemă	0.00133711469888439
actualitate	9.91175140161396E-05
comedie	6.15975400285487E-05
corupţie	0.000155964323525396
pedantism	6.28660160399327E-07
nobilime	1.67213029750878E-06
intransigenţă	2.15034975758638E-06
don_juan	2.15034975758638E-06
mizantrop	1.67213029750878E-06
ipocrizie	3.75083391655904E-06
tartuffe	1.23204559699562E-06
lăcomie	3.75083391655904E-06
ban	0.00122876565170008
burghezie	7.10288374057027E-06
avar	2.15034975758638E-06
parvenitism	2.5602065868385E-07
burghez	2.15034975758638E-06
concepţie	3.10956906717301E-05
căsătorie	2.21070925869331E-05
familie	0.00117046123169059
nevastă	4.24596540161731E-05
ignoranţă	1.11691599777223E-05
medic	0.000795369462962846
bolnav	0.000231395666912679
marţi	0.00112576117634998
ernst_mach	6.28660160399327E-07
fizician	4.12295541495707E-05
filosof	2.68385425440528E-05
aerodinamică	2.56373391149341E-06
raport	0.000475666893244121
viteză	9.97005582162346E-05
corp	0.00040667332956622
fluid	1.67213029750878E-06
sunet	3.81755131014543E-05
număr	0.0018667131806373
mach	6.28660160399327E-07
contribuţie	0.000450887514740086
mecanică	9.32870720151902E-05
masă	0.000682161714111079
astronomie	6.79941384346235E-06
filosofie	7.9034880457314E-05
întemeietor	2.14194627746742E-05
empiriocriticism	2.5602065868385E-07
luigi_boccherini	6.28660160399327E-07
naştere	0.000195562742115177
compozitor	9.578583287274E-05
violoncelist	4.63468214019488E-06
mannheim	3.02863150119285E-06
precursor	1.10772286443614E-05
clasicism	4.80395573317661E-06
simfonie	2.39048122038925E-05
concert	0.000594705084096838
violoncel	1.38958867689294E-05
lucrare	0.00227727347153748
scenă	0.000205523080533466
piesă	0.000485870166745783
brevetare	1.23204559699562E-06
fonografuluie	2.5602065868385E-07
thomas_alva_edison	2.56373391149341E-06
invenţie	9.32870720151902E-05
fonograf	1.67213029750878E-06
savant	9.77293135397231E-06
charles_cros	2.5602065868385E-07
sistem	0.00143040177089958
cilindru	7.10288374057027E-06
ceară	3.15815608384759E-05
şanţ	2.96077132860711E-05
manual	0.000442141851738662
punct	0.00123459609370103
maurice_quentin_de_la_tour	6.28660160399327E-07
moarte	0.000508706064582834
pictor	0.000293627537436701
maestru	0.000130601900821266
pastel	1.38958867689294E-05
portret	0.000102761540266733
prospeţime	2.56373391149341E-06
autenticitate	2.31892579583214E-05
madame_de_pompadour	2.5602065868385E-07
diderot	6.28660160399327E-07
voltaire	1.67213029750878E-06
autoportret	4.80395573317661E-06
calendar	0.00036634610572632
biserica_ortodoxă_română	4.03272238399E-05
duminică	0.000907605471481122
rusalie	9.81457736826481E-05
vameş	2.71339800813414E-05
fariseu	3.75083391655904E-06
pamfil	2.56373391149341E-06
valentin	9.39037533806753E-06
cuviosul_flavian	6.28660160399327E-07
triod	4.63468214019488E-06
mucenic	6.79941384346235E-06
teodor_tiron	6.79941384346235E-06
mariamna	1.67213029750878E-06
sfânt	5.81100719427956E-05
arhip	4.63468214019488E-06
filimon	9.77293135397231E-06
apfia	3.02863150119285E-06
cuv._evghenie	1.67213029750878E-06
macarie	7.10288374057027E-06
harţi	1.9590534287378E-05
leon	9.77293135397231E-06
cataniei	2.56373391149341E-06
agaton	1.23204559699562E-06
cuv._visarion	3.75083391655904E-06
biserica_ortodoxă_sârbă	6.12196410099686E-05
întâmpinare	9.32870720151902E-05
domn	0.00184484902313374
duminica_vameşului_şi_fariseului	4.63468214019488E-06
simeon	2.53948140485796E-05
ana	2.93299673828247E-05
iacob	1.56818784853122E-05
arhiepiscop	1.84485627492727E-05
agatia	6.28660160399327E-07
teodor_stratilat	6.28660160399327E-07
sava	2.93299673828247E-05
biserica_romano-catolică	5.57131124535164E-05
ordin	0.000776906396626506
slujitor	1.24706676131418E-05
fecioare_maria	1.59920694883183E-05
biserica_greco-catolică	0.000117904493796977
ap	0.000111507203268157
aptin	2.5602065868385E-07
cuv._timotei	3.02863150119285E-06
eustatiu	2.5602065868385E-07
patr	1.11691599777223E-05
antiohiei	8.61315295594796E-06
catedră	5.44922079319501E-05
petru	2.21070925869331E-05
biserica_evanghelică	3.65559458789684E-05
duminica_septuagesimae	2.15034975758638E-06
cult	0.000442141851738662
teţave	2.15034975758638E-06
purim_katan	6.28660160399327E-07
vamă	0.000103004475350106
nădlac	3.08670458873791E-05
funcţiune	4.62116514149322E-05
ghişeu	3.77359162839224E-05
încasare	0.000155964323525396
taxă	0.00150716925724542
sumă	0.00135557776522073
buget	0.000922181576483495
săptămână	0.00228018869253796
solicitanţie	3.90576921138868E-05
paşaport	0.000491214738579986
act	0.00112624704651672
certificat	0.000839583648136712
caz	0.00280638608312364
asociaţie	0.00191967302881259
proprietari/locatare	1.52702052405817E-05
